OK,Funny,Ingenious,Longwinded,Persuasive,Courageous,Jaw-dropping,Unconvincing,Inspiring,Informative,Fascinating,Beautiful,Obnoxious,Confusing,url
90,4,56,95,36,20,13,106,134,73,95,78,26,96,"https://www.ted.com/talks/olafur_eliasson_playing_with_space_and_light
"
27,5,393,3,67,20,37,2,129,228,144,22,3,2,"https://www.ted.com/talks/daniel_kraft_invents_a_better_way_to_harvest_bone_marrow
"
217,316,65,19,55,48,51,151,31,461,453,18,19,61,"https://www.ted.com/talks/jim_fallon_exploring_the_mind_of_a_killer
"
193,15,59,212,214,57,33,84,209,640,395,122,79,39,"https://www.ted.com/talks/nina_jablonski_breaks_the_illusion_of_skin_color
"
87,14,19,72,430,172,82,199,711,163,59,51,87,22,"https://www.ted.com/talks/gordon_brown
"
246,1173,613,65,1759,633,207,70,3458,985,1393,662,35,53,"https://www.ted.com/talks/alain_de_botton_a_kinder_gentler_philosophy_of_success
"
75,253,210,22,12,10,40,32,137,63,223,84,14,20,"https://www.ted.com/talks/golan_levin_ted2009
"
36,211,155,21,646,457,175,2194,278,371,504,70,1031,531,"https://www.ted.com/talks/elaine_morgan_says_we_evolved_from_aquatic_apes
"
62,97,162,114,5,42,404,11,118,6,287,197,12,9,"https://www.ted.com/talks/willard_wigan_hold_your_breath_for_micro_sculpture
"
97,34,1426,23,540,156,869,73,1004,697,650,125,42,21,"https://www.ted.com/talks/michael_pritchard_invents_a_water_filter
"
49,3,182,40,300,86,42,199,282,202,131,5,34,18,"https://www.ted.com/talks/paul_romer
"
52,3,280,48,227,31,123,32,660,408,531,217,25,22,"https://www.ted.com/talks/janine_benyus_biomimicry_in_action
"
36,5,8,10,76,362,140,19,550,61,77,237,18,9,"https://www.ted.com/talks/emmanuel_jal_the_music_of_a_war_child
"
489,1191,1067,184,4772,483,825,133,4797,4278,3810,348,152,86,"https://www.ted.com/talks/dan_pink_on_motivation
"
94,29,900,6,136,42,583,42,325,491,708,74,23,20,"https://www.ted.com/talks/eric_giler_demos_wireless_electricity
"
26,182,225,11,472,67,245,6,415,800,613,46,12,12,"https://www.ted.com/talks/hans_rosling_at_state
"
66,27,125,59,14,51,67,68,175,17,134,166,118,46,"https://www.ted.com/talks/natasha_tsakos_multimedia_theatrical_adventure
"
74,17,72,31,235,54,45,30,227,336,185,48,11,5,"https://www.ted.com/talks/cary_fowler_one_seed_at_a_time_protecting_the_future_of_food
"
72,9,516,11,67,34,65,38,207,127,156,26,10,19,"https://www.ted.com/talks/josh_silver_demos_adjustable_liquid_filled_eyeglasses
"
43,2,11,94,98,24,5,74,123,58,26,6,18,21,"https://www.ted.com/talks/geoff_mulgan_post_crash_investing_in_a_better_world_1
"
75,19,92,8,22,12,85,50,184,164,352,306,9,6,"https://www.ted.com/talks/evan_grant_cymatics
"
67,23,19,25,10,230,43,19,49,76,96,7,17,6,"https://www.ted.com/talks/steve_truglia_a_leap_from_the_edge_of_space
"
30,1,43,41,457,66,366,83,133,356,251,84,18,10,"https://www.ted.com/talks/james_balog_time_lapse_proof_of_extreme_ice_loss
"
17,17,8,14,50,342,208,22,328,33,91,36,25,0,"https://www.ted.com/talks/lewis_pugh_swims_the_north_pole
"
221,356,383,76,263,85,253,72,280,1274,1348,118,21,61,"https://www.ted.com/talks/rebecca_saxe_how_brains_make_moral_judgments
"
68,10,18,49,11,8,41,52,46,0,73,171,102,18,"https://www.ted.com/talks/vishal_vaid_s_hypnotic_song
"
78,39,15,42,212,171,127,39,37,564,281,4,15,20,"https://www.ted.com/talks/misha_glenny_investigates_global_crime_networks
"
32,269,629,12,80,82,365,13,816,144,540,430,18,7,"https://www.ted.com/talks/bjarke_ingels_3_warp_speed_architecture_tales
"
105,877,235,26,39,9,35,41,194,181,289,85,29,18,"https://www.ted.com/talks/john_lloyd_inventories_the_invisible
"
175,175,182,190,160,118,246,26,465,2032,2562,344,15,26,"https://www.ted.com/talks/oliver_sacks_what_hallucination_reveals_about_our_minds
"
104,5,19,8,10,25,54,22,149,1,49,560,19,8,"https://www.ted.com/talks/imogen_heap_wait
"
47,364,68,16,156,30,40,22,434,237,251,64,12,9,"https://www.ted.com/talks/jonathan_zittrain_the_web_is_a_random_act_of_kindness
"
62,15,19,28,114,48,14,115,30,163,55,0,17,31,"https://www.ted.com/talks/evgeny_morozov_is_the_internet_what_orwell_feared
"
47,95,522,10,122,851,294,7,2576,82,385,486,74,15,"https://www.ted.com/talks/william_kamkwamba_how_i_harnessed_the_wind
"
202,17,189,154,284,363,275,74,341,598,821,213,73,35,"https://www.ted.com/talks/taryn_simon_photographs_secret_sites
"
29,3,23,24,122,46,22,26,232,92,32,43,10,5,"https://www.ted.com/talks/jacqueline_novogratz_a_third_way_to_think_about_aid
"
129,8,84,43,289,36,51,169,143,681,335,19,55,42,"https://www.ted.com/talks/parag_khanna_maps_the_future_of_countries
"
202,1,40,77,158,30,13,44,522,284,141,83,6,19,"https://www.ted.com/talks/tim_brown_urges_designers_to_think_big
"
95,4,14,95,206,144,15,141,431,71,55,163,46,13,"https://www.ted.com/talks/karen_armstrong_let_s_revive_the_golden_rule
"
28,9,70,28,66,13,68,12,79,240,247,22,3,20,"https://www.ted.com/talks/garik_israelian_what_s_inside_a_star
"
161,216,178,80,180,123,29,66,913,149,224,192,42,32,"https://www.ted.com/talks/stefan_sagmeister_the_power_of_time_off
"
100,43,45,51,247,36,36,79,327,474,219,45,15,12,"https://www.ted.com/talks/carolyn_steel_how_food_shapes_our_cities
"
134,52,115,59,341,48,64,128,597,396,333,30,45,38,"https://www.ted.com/talks/david_logan_on_tribal_leadership
"
333,713,744,109,3002,2817,948,103,9566,2687,2983,5607,78,85,"https://www.ted.com/talks/chimamanda_adichie_the_danger_of_a_single_story
"
241,175,357,52,290,13,347,128,283,896,1429,206,29,141,"https://www.ted.com/talks/beau_lotto_optical_illusions_show_how_we_see
"
144,168,34,16,35,9,13,49,167,97,112,42,34,5,"https://www.ted.com/talks/sam_martin_builds_a_room_of_his_own
"
80,8,100,70,37,15,74,20,229,268,367,230,16,8,"https://www.ted.com/talks/eric_sanderson_pictures_new_york_before_the_city
"
89,21,174,9,10,12,166,44,95,107,267,24,13,6,"https://www.ted.com/talks/david_hanson_robots_that_relate_to_you
"
74,2306,872,23,776,45,145,38,843,794,884,65,32,19,"https://www.ted.com/talks/rory_sutherland_life_lessons_from_an_ad_man
"
80,6,187,47,73,26,318,129,180,368,540,89,27,58,"https://www.ted.com/talks/henry_markram_supercomputing_the_brain_s_secrets
"
117,100,114,5,394,12,50,13,251,911,544,94,18,19,"https://www.ted.com/talks/julian_treasure_the_4_ways_sound_affects_us
"
94,7,29,40,136,20,11,94,157,286,98,8,24,18,"https://www.ted.com/talks/john_gerzema_the_post_crisis_consumer
"
79,6,186,8,13,3,163,29,29,139,226,36,9,3,"https://www.ted.com/talks/paul_debevec_animates_a_photo_real_digital_face
"
61,630,306,27,224,40,215,31,1522,254,906,953,12,30,"https://www.ted.com/talks/itay_talgam_lead_like_the_great_conductors
"
26,0,493,2,177,59,103,28,172,297,55,27,5,4,"https://www.ted.com/talks/marc_koska_the_devastating_toll_of_syringe_reuse
"
107,6,10,28,113,41,28,85,112,191,96,10,5,38,"https://www.ted.com/talks/ian_goldin_navigating_our_global_future
"
105,25,196,167,399,26,45,71,149,338,256,41,23,59,"https://www.ted.com/talks/david_deutsch_a_new_way_to_explain_explanation
"
93,5,376,51,86,43,92,198,232,230,338,58,42,37,"https://www.ted.com/talks/rachel_armstrong_architecture_that_repairs_itself
"
140,15,7,31,75,567,46,120,676,90,103,154,33,37,"https://www.ted.com/talks/becky_blanton_the_year_i_was_homeless
"
97,34,130,76,39,3,32,31,116,262,322,116,12,65,"https://www.ted.com/talks/marcus_du_sautoy_symmetry_reality_s_riddle
"
123,48,43,21,4,36,33,49,30,6,70,43,68,16,"https://www.ted.com/talks/matthew_white_gives_the_euphonium_a_new_voice
"
184,8,16,61,115,36,17,124,76,325,117,33,15,31,"https://www.ted.com/talks/stefana_broadbent_how_the_internet_enables_intimacy
"
14,1,5,0,115,148,36,11,43,165,6,0,5,6,"https://www.ted.com/talks/cameron_sinclair_the_refugees_of_boom_and_bust
"
67,12,13,28,51,16,36,76,38,260,108,21,22,17,"https://www.ted.com/talks/rachel_pike_the_science_behind_a_climate_headline
"
97,0,15,7,119,34,50,32,88,155,68,69,7,19,"https://www.ted.com/talks/edward_burtynsky_photographs_the_landscape_of_oil
"
54,22,10,3,54,17,16,28,92,252,143,14,15,13,"https://www.ted.com/talks/cynthia_schneider_the_surprising_spread_of_idol_tv
"
341,165,4743,85,535,663,8416,171,4702,1904,4403,761,108,83,"https://www.ted.com/talks/pranav_mistry_the_thrilling_potential_of_sixthsense_technology
"
63,23,153,66,20,10,20,71,98,57,113,51,22,36,"https://www.ted.com/talks/mathieu_lehanneur_demos_science_inspired_design
"
99,0,7,129,63,42,5,85,272,80,56,51,44,16,"https://www.ted.com/talks/fields_wicker_miurin_learning_from_leadership_s_missing_manual
"
70,172,350,40,504,136,273,75,1178,631,1014,460,33,57,"https://www.ted.com/talks/devdutt_pattanaik
"
97,6,77,19,26,8,13,24,124,316,270,105,14,24,"https://www.ted.com/talks/tom_wujec_demos_the_13th_century_astrolabe
"
59,651,296,7,384,86,298,45,480,724,773,100,16,7,"https://www.ted.com/talks/hans_rosling_asia_s_rise_how_and_when
"
98,3,56,91,227,64,30,90,341,260,72,19,30,17,"https://www.ted.com/talks/rob_hopkins_transition_to_a_world_without_oil
"
50,10,469,16,114,88,113,95,265,129,280,124,14,11,"https://www.ted.com/talks/magnus_larsson_turning_dunes_into_architecture
"
53,45,70,33,112,141,24,94,219,67,68,110,122,41,"https://www.ted.com/talks/mallika_sarabhai
"
82,102,163,31,464,166,374,27,1148,591,743,278,21,6,"https://www.ted.com/talks/shashi_tharoor
"
52,24,11,28,74,40,0,86,101,74,21,10,43,17,"https://www.ted.com/talks/gordon_brown_on_global_ethic_vs_national_interest
"
128,24,44,58,76,17,55,41,90,394,371,101,139,41,"https://www.ted.com/talks/andrea_ghez_the_hunt_for_a_supermassive_black_hole
"
31,154,315,9,114,49,165,6,504,348,379,188,3,9,"https://www.ted.com/talks/anupam_mishra_the_ancient_ingenuity_of_water_harvesting
"
103,38,102,32,16,0,22,52,49,130,118,17,16,19,"https://www.ted.com/talks/scott_kim_takes_apart_the_art_of_puzzles
"
30,2,26,9,596,1880,590,11,1327,407,76,99,11,7,"https://www.ted.com/talks/sunitha_krishnan_tedindia
"
129,517,28,57,11,14,19,60,6,26,25,15,48,29,"https://www.ted.com/talks/rory_bremner_s_one_man_world_summit
"
72,13,18,74,45,31,5,29,180,116,135,88,17,21,"https://www.ted.com/talks/marc_pachter_the_art_of_the_interview
"
6,3,81,5,34,34,40,2,170,75,54,19,0,2,"https://www.ted.com/talks/thulasiraj_ravilla_how_low_cost_eye_care_can_be_world_class
"
134,11,7,11,58,35,15,138,94,197,56,37,34,20,"https://www.ted.com/talks/shereen_el_feki_pop_culture_in_the_arab_world
"
44,24,50,37,165,176,155,38,71,477,317,16,10,24,"https://www.ted.com/talks/loretta_napoleoni_the_intricate_economics_of_terrorism
"
32,3,4,12,39,176,29,13,305,66,92,143,5,5,"https://www.ted.com/talks/ryan_lobo_through_the_lens_of_compassion
"
105,705,168,17,250,47,33,47,322,325,221,51,21,13,"https://www.ted.com/talks/alexis_ohanian_how_to_make_a_splash_in_social_media
"
27,16,63,26,16,2,58,4,55,294,323,69,0,3,"https://www.ted.com/talks/charles_anderson_discovers_dragonflies_that_cross_oceans
"
154,65,111,42,101,3,17,44,153,402,265,59,16,11,"https://www.ted.com/talks/james_geary_metaphorically_speaking
"
21,3,140,21,64,254,44,18,246,52,38,20,7,8,"https://www.ted.com/talks/shaffi_mather_a_new_way_to_fight_corruption
"
51,14,69,6,158,31,28,49,119,323,179,12,12,2,"https://www.ted.com/talks/steven_cowley_fusion_is_energy_s_future
"
32,4,11,5,39,71,20,25,170,34,28,95,4,3,"https://www.ted.com/talks/asher_hasan_s_message_of_peace_from_pakistan
"
83,58,56,31,132,38,32,19,126,205,291,39,9,12,"https://www.ted.com/talks/michael_sandel_what_s_the_right_thing_to_do
"
50,11,56,51,62,33,19,22,126,123,40,21,23,15,"https://www.ted.com/talks/cat_laine_engineering_a_better_life_for_all
"
53,10,83,43,146,186,53,21,604,64,184,59,23,10,"https://www.ted.com/talks/bertrand_piccard_s_solar_powered_adventure
"
63,29,271,8,238,32,506,31,436,776,1251,91,5,8,"https://www.ted.com/talks/vs_ramachandran_the_neurons_that_shaped_civilization
"
107,63,113,58,6,19,55,26,84,97,249,309,35,8,"https://www.ted.com/talks/nick_veasey_exposing_the_invisible_1
"
132,43,54,27,671,47,122,53,1136,1181,861,128,18,13,"https://www.ted.com/talks/dan_buettner_how_to_live_to_be_100
"
38,5,7,14,67,40,19,7,111,114,72,56,5,6,"https://www.ted.com/talks/romulus_whitaker_the_real_danger_lurking_in_the_water
"
20,16,51,16,5,14,80,11,84,8,68,145,8,5,"https://www.ted.com/talks/herbie_hancock_s_all_star_set
"
41,200,41,15,88,299,172,7,892,80,107,264,10,5,"https://www.ted.com/talks/randy_pausch_really_achieving_your_childhood_dreams
"
40,342,134,14,161,37,135,11,445,532,564,92,9,7,"https://www.ted.com/talks/robert_sapolsky_the_uniqueness_of_humans
"
64,171,6,24,42,94,11,47,246,56,22,42,34,7,"https://www.ted.com/talks/matt_weinstein_what_bernie_madoff_couldn_t_steal_from_me
"
24,6,25,0,43,133,34,3,252,83,57,113,1,5,"https://www.ted.com/talks/kartick_satyanarayan_how_we_rescued_the_dancing_bears
"
58,12,138,9,321,292,131,41,1287,99,246,301,13,14,"https://www.ted.com/talks/kiran_bir_sethi_teaches_kids_to_take_charge
"
51,0,36,3,32,5,13,8,76,116,45,8,6,2,"https://www.ted.com/talks/lalitesh_katragadda_making_maps_to_fight_disaster_build_economies
"
14,7,3,18,2,10,10,1,20,31,5,25,4,4,"https://www.ted.com/talks/edwidge_danticat_stories_of_haiti
"
78,782,174,55,11,20,40,47,24,41,86,24,91,80,"https://www.ted.com/talks/charles_fleischer_insists_all_things_are_moleeds
"
97,236,75,38,61,738,897,43,722,147,913,111,52,17,"https://www.ted.com/talks/david_blaine_how_i_held_my_breath_for_17_min
"
44,2,9,8,11,2,11,11,59,75,55,85,7,4,"https://www.ted.com/talks/ravin_agrawal_10_young_indian_artists_to_watch
"
33,9,358,5,57,36,473,6,264,310,504,34,6,5,"https://www.ted.com/talks/anthony_atala_growing_organs_engineering_tissue
"
48,31,103,46,12,25,182,32,120,6,137,161,20,17,"https://www.ted.com/talks/sivamani_rhythm_is_everything_everywhere
"
21,19,47,70,133,20,51,112,136,192,156,64,62,3,"https://www.ted.com/talks/richard_dawkins_growing_up_in_the_universe
"
39,351,120,18,202,219,140,25,825,91,75,253,49,11,"https://www.ted.com/talks/taylor_mali_what_teachers_make
"
80,7,74,15,176,11,25,77,71,412,109,17,8,5,"https://www.ted.com/talks/bill_davenhall_your_health_depends_on_where_you_live
"
22,1,176,31,45,15,43,10,113,52,105,32,12,17,"https://www.ted.com/talks/joshua_prince_ramus_building_a_theater_that_remakes_itself
"
31,44,66,32,192,549,152,71,870,111,160,434,111,24,"https://www.ted.com/talks/eve_ensler_embrace_your_inner_girl
"
34,2,370,5,115,44,41,6,299,129,54,125,3,1,"https://www.ted.com/talks/jane_chen_a_warm_embrace_that_saves_lives
"
158,924,333,9,274,34,86,17,513,758,558,87,10,13,"https://www.ted.com/talks/derek_sivers_weird_or_just_different
"
98,969,245,40,498,745,371,18,3436,322,422,1288,18,14,"https://www.ted.com/talks/jk_rowling_the_fringe_benefits_of_failure
"
79,23,93,51,200,14,25,28,125,224,129,14,26,17,"https://www.ted.com/talks/sendhil_mullainathan
"
8,2,199,4,69,87,58,8,228,108,97,29,6,13,"https://www.ted.com/talks/jamie_heywood_the_big_idea_my_brother_inspired
"
33,16,313,20,74,24,50,10,107,144,120,11,11,9,"https://www.ted.com/talks/george_whitesides_a_lab_the_size_of_a_postage_stamp
"
42,1,59,34,121,31,25,52,104,177,118,8,10,44,"https://www.ted.com/talks/david_agus_a_new_strategy_in_the_war_on_cancer
"
28,0,68,21,4,26,20,16,119,23,83,143,12,0,"https://www.ted.com/talks/tom_shannon_the_painter_and_the_pendulum
"
65,5,21,56,293,494,96,23,349,387,77,21,9,9,"https://www.ted.com/talks/peter_eigen_how_to_expose_the_corrupt
"
249,359,297,99,3316,1547,1413,113,4779,2606,844,470,109,69,"https://www.ted.com/talks/jamie_oliver
"
103,90,459,8,52,31,849,28,303,244,591,123,12,16,"https://www.ted.com/talks/blaise_aguera
"
109,15,39,56,272,69,25,241,286,233,88,21,60,28,"https://www.ted.com/talks/david_cameron
"
94,15,47,85,249,562,145,56,1125,158,165,513,29,10,"https://www.ted.com/talks/aimee_mullins_the_opportunity_of_adversity
"
221,38,263,80,728,224,141,181,795,962,367,39,78,61,"https://www.ted.com/talks/bill_gates
"
101,6,55,65,78,15,27,141,129,175,189,30,33,46,"https://www.ted.com/talks/kevin_kelly_tells_technology_s_epic_story
"
37,17,101,17,758,269,120,54,443,263,107,17,19,14,"https://www.ted.com/talks/philip_howard
"
33,2,113,12,80,12,87,16,139,250,228,14,7,5,"https://www.ted.com/talks/eric_topol_the_wireless_future_of_medicine
"
99,141,302,45,542,843,341,31,2290,1432,1357,312,27,39,"https://www.ted.com/talks/temple_grandin_the_world_needs_all_kinds_of_minds
"
24,7,111,19,63,75,48,7,332,216,217,75,2,2,"https://www.ted.com/talks/pawan_sinha_on_how_brains_learn_to_see
"
39,282,53,15,43,229,86,13,612,24,210,402,9,13,"https://www.ted.com/talks/raghava_kk_five_lives_of_an_artist
"
73,1342,911,12,163,35,796,14,777,299,1573,1194,14,8,"https://www.ted.com/talks/bobby_mcferrin_hacks_your_brain_with_music
"
161,62,360,85,543,29,234,42,615,1169,1417,64,7,85,"https://www.ted.com/talks/daniel_kahneman_the_riddle_of_experience_vs_memory
"
46,149,28,14,21,15,30,24,87,173,178,44,12,9,"https://www.ted.com/talks/harsha_bhogle_the_rise_of_cricket_the_rise_of_india
"
50,0,271,2,69,9,141,67,120,229,232,37,4,11,"https://www.ted.com/talks/gary_flake_is_pivot_a_turning_point_for_web_exploration
"
42,130,134,14,46,12,50,6,306,324,362,163,6,5,"https://www.ted.com/talks/richard_feynman
"
138,24,86,70,158,164,56,32,1033,228,456,89,48,8,"https://www.ted.com/talks/james_cameron_before_avatar_a_curious_boy
"
103,26,162,32,27,78,1093,36,543,27,454,805,27,13,"https://www.ted.com/talks/the_lxd_in_the_internet_age_dance_evolves
"
102,132,116,70,481,92,120,72,1374,402,237,262,11,14,"https://www.ted.com/talks/srikumar_rao_plug_into_your_hard_wired_happiness
"
29,4,87,7,144,19,89,9,278,219,171,31,11,14,"https://www.ted.com/talks/tim_berners_lee_the_year_open_data_went_worldwide
"
59,165,216,4,215,8,19,63,71,205,52,5,8,16,"https://www.ted.com/talks/gary_lauder_s_new_traffic_sign_take_turns
"
47,562,275,34,694,118,324,52,1227,746,681,191,16,7,"https://www.ted.com/talks/dan_barber_how_i_fell_in_love_with_a_fish
"
123,208,70,18,49,35,97,102,26,74,125,6,60,141,"https://www.ted.com/talks/eric_mead_the_magic_of_the_placebo
"
114,464,44,91,316,155,85,152,758,172,88,35,430,55,"https://www.ted.com/talks/gary_vaynerchuk_do_what_you_love_no_excuses
"
17,18,300,27,69,52,517,16,126,165,399,9,10,6,"https://www.ted.com/talks/mark_roth_suspended_animation
"
24,3,68,16,202,28,28,19,116,145,62,0,14,4,"https://www.ted.com/talks/eric_dishman_take_health_care_off_the_mainframe
"
11,663,98,20,96,16,62,0,262,290,293,77,4,0,"https://www.ted.com/talks/douglas_adams_parrots_the_universe_and_everything
"
221,481,1137,112,1139,547,511,453,2421,774,1541,185,118,93,"https://www.ted.com/talks/jane_mcgonigal_gaming_can_make_a_better_world
"
45,6,0,35,9,139,137,29,180,57,136,32,8,5,"https://www.ted.com/talks/ken_kamler_medical_miracle_on_everest
"
70,5,32,117,42,22,12,66,197,65,139,92,20,55,"https://www.ted.com/talks/shekhar_kapur_we_are_the_stories_we_tell_ourselves
"
215,100,557,149,2090,1246,348,612,1316,923,1029,157,259,128,"https://www.ted.com/talks/sam_harris_science_can_show_what_s_right
"
40,2,3,6,66,53,6,14,102,132,12,31,4,0,"https://www.ted.com/talks/juliana_machado_ferreira
"
84,9,227,5,476,104,19,10,224,312,79,15,3,2,"https://www.ted.com/talks/alan_siegel_let_s_simplify_legal_jargon
"
27,17,133,14,145,44,107,23,222,265,318,21,14,3,"https://www.ted.com/talks/joel_levine
"
80,11,36,8,85,55,69,30,610,74,235,507,32,6,"https://www.ted.com/talks/robert_gupta
"
31,35,16,11,70,54,72,32,264,47,71,87,12,6,"https://www.ted.com/talks/patsy_rodenburg_why_i_do_theater
"
30,24,14,5,368,323,282,15,513,369,89,26,28,3,"https://www.ted.com/talks/kevin_bales_how_to_combat_modern_slavery
"
26,7,26,11,53,149,41,12,543,67,75,122,10,0,"https://www.ted.com/talks/shukla_bose_teaching_one_child_at_a_time
"
207,2,43,13,117,23,13,230,56,261,84,7,62,17,"https://www.ted.com/talks/kirk_citron_and_now_the_real_news
"
226,1660,929,11,1050,312,210,45,2417,729,827,238,32,19,"https://www.ted.com/talks/derek_sivers_how_to_start_a_movement
"
302,649,406,146,782,826,825,119,2141,276,778,478,143,77,"https://www.ted.com/talks/adora_svitak
"
105,372,187,74,154,47,151,103,179,346,327,18,97,33,"https://www.ted.com/talks/jesse_schell_when_games_invade_real_life
"
53,268,100,16,712,245,94,12,205,667,175,27,46,23,"https://www.ted.com/talks/elizabeth_pisani_sex_drugs_and_hiv_let_s_get_rational_1
"
21,0,103,40,98,139,178,8,508,56,103,132,6,2,"https://www.ted.com/talks/dean_kamen_the_emotion_behind_invention
"
128,107,552,49,69,40,236,30,522,378,508,53,46,13,"https://www.ted.com/talks/dennis_hong_my_seven_species_of_robot
"
43,41,40,7,10,5,36,0,38,259,252,224,2,0,"https://www.ted.com/talks/jonathan_drori_every_pollen_grain_has_a_story
"
33,16,143,10,16,42,163,6,388,39,191,875,25,9,"https://www.ted.com/talks/natalie_merchant_sings_old_poems_to_life
"
158,76,94,110,1406,702,107,564,709,962,264,41,356,80,"https://www.ted.com/talks/michael_specter_the_danger_of_science_denial
"
158,1,20,15,215,90,71,71,527,182,168,184,48,9,"https://www.ted.com/talks/jonathan_klein_photos_that_changed_the_world
"
45,94,87,2,148,12,16,9,134,297,109,12,11,18,"https://www.ted.com/talks/catherine_mohr_builds_green
"
77,1,16,64,29,36,9,53,125,102,49,63,26,21,"https://www.ted.com/talks/thelma_golden_how_art_gives_shape_to_cultural_change
"
40,37,199,12,18,19,275,16,293,8,198,519,9,2,"https://www.ted.com/talks/a_choir_as_big_as_the_internet
"
15,16,69,10,35,16,187,3,130,196,353,223,1,0,"https://www.ted.com/talks/edith_widder_glowing_life_in_an_underwater_world
"
195,1071,224,188,999,328,121,225,357,757,389,44,194,27,"https://www.ted.com/talks/james_randi
"
18,5,182,1,46,28,31,6,109,83,66,8,3,0,"https://www.ted.com/talks/frederick_balagadde_bio_lab_on_a_microchip
"
116,360,299,16,336,30,61,17,617,587,447,62,4,19,"https://www.ted.com/talks/tom_wujec_build_a_tower
"
52,137,74,4,271,28,13,26,217,373,53,8,5,2,"https://www.ted.com/talks/omar_ahmad_political_change_with_pen_and_paper
"
37,9,22,38,114,196,18,43,362,87,75,115,16,15,"https://www.ted.com/talks/kavita_ramdas_radical_women_embracing_tradition
"
73,14,596,68,101,94,476,96,403,334,781,91,74,129,"https://www.ted.com/talks/stephen_wolfram_computing_a_theory_of_everything
"
30,17,5,17,57,289,52,7,344,51,88,44,8,0,"https://www.ted.com/talks/roz_savage_why_i_m_rowing_across_the_pacific
"
114,20,115,154,128,17,12,71,188,241,135,20,16,53,"https://www.ted.com/talks/george_whitesides_toward_a_science_of_simplicity
"
272,5552,1746,31,245,210,212,89,255,937,755,119,79,25,"https://www.ted.com/talks/lies_damned_lies_and_statistics_about_tedtalks
"
45,3,119,9,444,60,42,25,363,369,181,21,0,11,"https://www.ted.com/talks/esther_duflo_social_experiments_to_fight_poverty
"
1341,390,3413,390,8845,1161,2659,930,21564,6600,7440,1640,294,112,"https://www.ted.com/talks/simon_sinek_how_great_leaders_inspire_action
"
38,4,9,47,526,119,364,14,150,468,142,11,15,5,"https://www.ted.com/talks/jeremy_jackson
"
25,3,119,36,71,44,48,11,348,121,116,43,3,8,"https://www.ted.com/talks/anil_gupta_india_s_hidden_hotbeds_of_invention
"
80,9,13,9,5,7,17,26,48,3,21,177,22,8,"https://www.ted.com/talks/pistol
"
207,36,224,86,413,41,102,123,555,762,758,61,23,52,"https://www.ted.com/talks/nicholas_christakis_the_hidden_influence_of_social_networks
"
24,121,682,10,60,14,428,32,138,120,362,20,15,5,"https://www.ted.com/talks/nathan_myhrvold_could_this_laser_zap_malaria
"
16,6,20,13,195,17,46,8,138,168,86,33,6,5,"https://www.ted.com/talks/enric_sala
"
76,263,633,19,1224,151,104,50,1327,856,432,78,16,17,"https://www.ted.com/talks/dan_meyer_math_curriculum_makeover
"
251,4025,247,23,36,218,115,45,161,135,147,245,71,14,"https://www.ted.com/talks/julia_sweeney_has_the_talk
"
59,264,182,8,455,178,124,12,1673,253,303,346,13,13,"https://www.ted.com/talks/viktor_frankl_youth_in_search_of_meaning
"
170,29,653,20,1771,260,968,69,1712,2364,1576,119,27,35,"https://www.ted.com/talks/william_li
"
438,138,242,30,975,109,29,204,780,455,115,47,88,18,"https://www.ted.com/talks/graham_hill_weekday_vegetarian
"
28,37,5,16,63,17,20,12,81,125,73,51,11,3,"https://www.ted.com/talks/dee_boersma_pay_attention_to_penguins
"
176,25,87,39,155,36,23,350,183,324,143,10,46,60,"https://www.ted.com/talks/richard_sears_planning_for_the_end_of_oil
"
41,4,251,98,28,46,538,28,180,240,355,30,11,54,"https://www.ted.com/talks/craig_venter_unveils_synthetic_life
"
208,3000,1116,71,2876,885,865,83,7631,1237,2199,1248,38,34,"https://www.ted.com/talks/sir_ken_robinson_bring_on_the_revolution
"
53,128,95,16,381,48,55,42,194,518,269,37,25,2,"https://www.ted.com/talks/johanna_blakley_lessons_from_fashion_s_free_culture
"
77,5,11,7,186,453,346,37,67,523,115,18,34,17,"https://www.ted.com/talks/sharmeen_obaid_chinoy_inside_a_school_for_suicide_bombers
"
41,0,96,34,56,14,50,48,69,264,140,7,21,7,"https://www.ted.com/talks/seth_berkley_hiv_and_flu_the_vaccine_strategy
"
37,4,9,15,4,9,57,13,70,1,50,206,19,4,"https://www.ted.com/talks/sophie_hunger_plays_songs_of_secrets_city_lights
"
30,50,36,41,172,48,9,66,61,133,31,5,47,40,"https://www.ted.com/talks/lessig_nyed
"
112,7,428,42,59,24,514,139,294,203,479,72,14,44,"https://www.ted.com/talks/john_underkoffler_drive_3d_data_with_a_gesture
"
57,7,16,27,667,175,313,29,939,760,431,744,23,9,"https://www.ted.com/talks/brian_skerry_reveals_ocean_s_glory_and_horror
"
135,455,150,14,88,240,81,89,161,283,369,39,37,34,"https://www.ted.com/talks/christopher_m00t_poole_the_case_for_anonymity_online
"
69,16,34,30,294,42,121,34,833,240,436,509,15,14,"https://www.ted.com/talks/brian_cox_why_we_need_the_explorers
"
72,300,337,31,9,24,208,16,114,28,188,95,21,7,"https://www.ted.com/talks/adam_sadowsky_engineers_a_viral_music_video
"
91,69,145,28,519,89,30,44,439,287,263,60,11,29,"https://www.ted.com/talks/michael_sandel_the_lost_art_of_democratic_debate
"
