ID,Film_Date,Published_Date,Tags_Count
1522,27-02-2013,07-06-2013,5
1523,28-02-2013,11-06-2013,3
1524,10-06-2013,12-06-2013,3
1525,11-06-2013,12-06-2013,5
1526,11-06-2013,13-06-2013,6
1527,11-06-2013,14-06-2013,7
1528,11-06-2013,17-06-2013,4
1529,11-06-2013,18-06-2013,4
1530,13-06-2013,19-06-2013,2
1531,04-05-2013,20-06-2013,7
1532,28-02-2013,21-06-2013,5
1533,12-06-2013,24-06-2013,6
1534,05-04-2013,25-06-2013,6
1535,16-05-2013,26-06-2013,4
1536,15-03-2013,27-06-2013,18
1537,26-02-2013,28-06-2013,2
1538,12-06-2013,01-07-2013,6
1539,09-02-2013,02-07-2013,5
1540,27-02-2013,03-07-2013,6
1541,26-02-2013,05-07-2013,6
1542,14-06-2013,08-07-2013,4
1543,27-02-2013,09-07-2013,3
1544,28-02-2013,10-07-2013,3
1545,27-02-2013,11-07-2013,11
1546,02-03-2012,12-07-2013,3
1547,12-06-2013,15-07-2013,3
1548,13-06-2013,16-07-2013,4
1549,20-06-2013,17-07-2013,5
1550,28-02-2013,18-07-2013,13
1551,04-05-2013,19-07-2013,4
1552,08-05-2013,22-07-2013,18
1553,27-02-2013,23-07-2013,4
1554,11-06-2013,24-07-2013,3
1555,22-06-2013,25-07-2013,5
1556,12-07-2012,26-07-2013,2
1557,10-06-2013,29-07-2013,5
1558,16-04-2013,30-07-2013,5
1559,02-03-2011,31-07-2013,5
1560,18-04-2013,01-08-2013,8
1561,26-02-2013,02-08-2013,4
1562,23-02-2013,05-08-2013,4
1563,27-02-2013,06-08-2013,5
1564,28-02-2013,07-08-2013,5
1565,28-02-2013,08-08-2013,3
1566,01-03-2013,09-08-2013,5
1567,22-03-2013,12-08-2013,5
1568,01-05-2013,13-08-2013,5
1569,13-06-2013,14-08-2013,10
1570,25-06-2013,15-08-2013,4
1571,22-06-2013,16-08-2013,5
1572,27-02-2013,03-09-2013,2
1573,11-06-2013,04-09-2013,3
1574,22-06-2013,05-09-2013,5
1575,13-06-2013,06-09-2013,5
1576,08-07-2013,09-09-2013,12
1577,16-05-2013,10-09-2013,3
1578,08-07-2013,11-09-2013,8
1579,22-06-2013,12-09-2013,5
1580,12-06-2013,13-09-2013,2
1581,28-02-2013,16-09-2013,3
1582,12-06-2013,17-09-2013,19
1583,28-02-2013,18-09-2013,5
1584,13-06-2013,19-09-2013,18
1585,21-06-2013,20-09-2013,3
1586,11-06-2013,23-09-2013,13
1587,28-02-2013,24-09-2013,8
1588,25-06-2013,25-09-2013,5
1589,01-03-2013,26-09-2013,2
1590,05-05-2013,27-09-2013,5
1591,19-09-2013,30-09-2013,5
1592,17-04-2013,01-10-2013,2
1593,11-04-2013,02-10-2013,5
1594,12-06-2013,03-10-2013,12
1595,28-02-2013,04-10-2013,4
1596,14-06-2013,07-10-2013,4
1597,14-06-2013,07-10-2013,3
1598,20-09-2013,08-10-2013,5
1599,26-06-2013,09-10-2013,7
1600,17-04-2013,10-10-2013,4
1601,15-07-2013,11-10-2013,6
1602,20-09-2013,14-10-2013,4
1603,18-04-2013,15-10-2013,4
1604,28-09-2013,16-10-2013,5
1605,14-06-2013,17-10-2013,5
1606,11-06-2013,18-10-2013,5
1607,14-06-2013,21-10-2013,5
1608,13-06-2013,22-10-2013,4
1609,25-07-2013,23-10-2013,7
1610,03-05-2013,24-10-2013,9
1611,11-06-2013,25-10-2013,4
1612,26-06-2013,28-10-2013,8
1613,03-10-2013,29-10-2013,10
1614,14-06-2013,30-10-2013,5
1615,12-06-2013,31-10-2013,3
1616,28-02-2013,01-11-2013,4
1617,01-10-2013,05-11-2013,5
1618,20-09-2013,06-11-2013,4
1619,13-06-2013,07-11-2013,13
1620,28-10-2013,08-11-2013,7
1621,12-06-2013,09-11-2013,3
1622,13-06-2013,12-11-2013,8
1623,11-10-2013,13-11-2013,6
1624,20-09-2013,13-11-2013,6
1625,10-10-2013,15-11-2013,4
1626,11-06-2013,16-11-2013,3
1627,11-06-2013,19-11-2013,4
1628,12-06-2013,20-11-2013,21
1629,26-10-2013,21-11-2013,4
1630,11-06-2013,21-11-2013,4
1631,10-06-2013,23-11-2013,10
1632,14-03-2013,26-11-2013,3
1633,12-06-2013,26-11-2013,4
1634,25-06-2013,27-11-2013,3
1635,12-06-2013,02-12-2013,3
1636,25-06-2013,04-12-2013,4
1637,14-10-2013,05-12-2013,5
1638,25-02-2013,05-12-2013,7
1639,20-09-2013,07-12-2013,5
1640,05-12-2013,10-12-2013,3
1641,20-09-2013,11-12-2013,3
1642,16-11-2013,11-12-2013,2
1643,18-07-2013,13-12-2013,6
1644,18-10-2013,13-12-2013,3
1645,11-10-2013,16-12-2013,4
1646,30-10-2013,17-12-2013,3
1647,23-10-2013,19-12-2013,6
1648,05-12-2013,20-12-2013,2
1649,02-10-2013,21-12-2013,3
1650,05-12-2013,24-12-2013,4
1651,08-04-2013,03-01-2014,3
1652,04-12-2013,04-01-2014,4
1653,18-12-2012,07-01-2014,4
1654,06-11-2013,08-01-2014,6
1655,11-06-2013,09-01-2014,3
1656,19-06-2013,09-01-2014,7
1657,30-10-2013,11-01-2014,4
1658,10-10-2013,14-01-2014,2
1659,19-06-2013,15-01-2014,20
1660,05-12-2013,16-01-2014,6
1661,16-10-2013,17-01-2014,5
1662,15-10-2013,18-01-2014,7
1663,13-06-2013,22-01-2014,6
1664,05-12-2013,23-01-2014,4
1665,22-10-2013,23-01-2014,4
1666,18-11-2013,25-01-2014,3
1667,14-06-2013,27-01-2014,4
1668,30-10-2013,29-01-2014,2
1669,23-11-2013,30-01-2014,4
1670,03-10-2013,31-01-2014,3
1671,05-12-2013,01-02-2014,3
1672,05-12-2013,04-02-2014,3
1673,30-10-2013,05-02-2014,3
1674,12-06-2013,05-02-2014,4
1675,26-11-2013,07-02-2014,20
1676,06-08-2013,08-02-2014,4
1677,20-06-2013,11-02-2014,5
1678,28-02-2013,11-02-2014,3
1679,26-11-2013,13-02-2014,4
1680,05-12-2013,14-02-2014,15
1681,12-10-2012,14-02-2014,5
1682,27-06-2013,18-02-2014,15
1683,30-10-2013,20-02-2014,4
1684,28-02-2013,21-02-2014,3
1685,13-09-2013,21-02-2014,5
1686,15-07-2013,25-02-2014,15
1687,20-09-2013,26-02-2014,3
1688,06-11-2013,27-02-2014,3
1689,19-11-2013,28-02-2014,9
1690,07-06-2013,28-02-2014,3
1691,12-03-2013,04-03-2014,16
1692,11-11-2013,05-03-2014,2
1693,12-08-2013,06-03-2014,5
1694,19-08-2013,07-03-2014,3
1695,26-06-2012,07-03-2014,4
1696,27-02-2013,10-03-2014,4
1697,11-06-2013,12-03-2014,7
1698,17-07-2013,13-03-2014,3
1699,12-06-2013,14-03-2014,3
1700,19-02-2012,17-03-2014,5
1701,27-02-2013,18-03-2014,12
1702,18-03-2014,19-03-2014,4
1703,18-03-2014,19-03-2014,6
1704,18-03-2014,20-03-2014,4
1705,20-03-2014,21-03-2014,5
1706,20-03-2014,22-03-2014,5
1707,17-03-2014,24-03-2014,5
1708,18-03-2014,25-03-2014,4
1709,20-03-2014,26-03-2014,10
1710,12-03-2014,27-03-2014,3
1711,12-03-2014,28-03-2014,4
1712,19-03-2014,31-03-2014,9
1713,01-04-2014,01-04-2014,3
1714,18-03-2014,01-04-2014,6
1715,18-03-2014,02-04-2014,4
1716,01-10-2013,03-04-2014,5
1717,20-03-2014,04-04-2014,4
1718,20-03-2014,07-04-2014,2
1719,08-10-2013,08-04-2014,9
1720,19-03-2014,09-04-2014,6
1721,17-03-2014,10-04-2014,5
1722,21-03-2014,11-04-2014,2
1723,19-03-2014,14-04-2014,5
1724,21-03-2014,15-04-2014,3
1725,27-11-2013,16-04-2014,6
1726,19-03-2014,17-04-2014,6
1727,18-03-2014,18-04-2014,3
1728,20-03-2014,21-04-2014,3
1729,20-03-2014,22-04-2014,9
1730,14-10-2013,23-04-2014,5
1731,20-08-2013,24-04-2014,6
1732,19-03-2014,25-04-2014,4
1733,20-03-2014,28-04-2014,18
1734,20-03-2014,29-04-2014,6
1735,17-03-2014,30-04-2014,6
1736,12-03-2014,01-05-2014,17
1737,21-03-2014,02-05-2014,4
1738,20-03-2014,06-05-2014,5
1739,20-03-2014,06-05-2014,4
1740,20-03-2014,07-05-2014,5
1741,20-03-2014,08-05-2014,10
1742,17-03-2014,09-05-2014,3
1743,09-09-2013,12-05-2014,5
1744,20-03-2014,13-05-2014,11
1745,18-03-2014,14-05-2014,4
1746,17-09-2013,15-05-2014,4
1747,25-03-2014,16-05-2014,5
1748,14-03-2014,19-05-2014,4
1749,25-10-2013,20-05-2014,3
1750,12-03-2014,21-05-2014,6
1751,11-03-2014,22-05-2014,3
1752,16-01-2014,23-05-2014,3
1753,16-01-2014,23-05-2014,6
1754,19-03-2014,27-05-2014,2
1755,17-03-2014,28-05-2014,7
1756,18-03-2014,29-05-2014,7
1757,18-03-2014,30-05-2014,4
1758,20-03-2014,02-06-2014,7
1759,18-03-2014,03-06-2014,5
1760,20-06-2013,04-06-2014,3
1761,18-03-2014,05-06-2014,11
1762,13-03-2014,06-06-2014,6
1763,26-04-2014,09-06-2014,6
1764,18-03-2014,10-06-2014,5
1765,17-03-2014,11-06-2014,8
1766,13-06-2013,12-06-2014,7
1767,20-03-2014,13-06-2014,7
1768,15-05-2014,16-06-2014,5
1769,15-03-2014,17-06-2014,3
1770,15-05-2014,18-06-2014,3
1771,12-02-2014,19-06-2014,4
1772,20-03-2014,20-06-2014,5
1773,20-03-2014,23-06-2014,3
1774,31-03-2014,24-06-2014,7
1775,22-05-2014,25-06-2014,6
1776,10-05-2014,26-06-2014,4
1777,10-06-2013,27-06-2014,3
1778,10-10-2013,30-06-2014,7
1779,20-03-2014,01-07-2014,3
1780,23-06-2014,02-07-2014,5
1781,15-01-2014,03-07-2014,3
1782,04-06-2014,04-07-2014,8
1783,14-03-2014,07-07-2014,13
1784,19-03-2014,08-07-2014,7
1785,13-06-2013,09-07-2014,3
1786,24-03-2014,10-07-2014,5
1787,21-03-2014,11-07-2014,2
1788,18-03-2014,14-07-2014,4
1789,12-11-2013,15-07-2014,5
1790,17-03-2014,16-07-2014,3
1791,23-06-2014,17-07-2014,13
1792,20-03-2014,18-07-2014,6
1793,14-03-2014,04-08-2014,6
1794,19-03-2014,05-08-2014,4
1795,09-06-2014,06-08-2014,5
1796,19-03-2014,07-08-2014,13
1797,26-04-2014,08-08-2014,6
1798,12-02-2014,11-08-2014,6
1799,06-08-2014,12-08-2014,4
1800,15-03-2014,13-08-2014,6
1801,20-09-2013,14-08-2014,3
1802,08-07-2014,15-08-2014,3
1803,12-03-2014,18-08-2014,4
1804,17-03-2014,19-08-2014,7
1805,08-07-2014,20-08-2014,3
1806,16-07-2014,21-08-2014,9
1807,17-03-2014,22-08-2014,3
1808,13-03-2014,25-08-2014,3
1809,23-06-2014,26-08-2014,4
1810,27-06-2014,27-08-2014,8
1811,08-07-2014,28-08-2014,5
1812,09-07-2014,29-08-2014,3
1813,13-03-2014,02-09-2014,1
1814,20-03-2014,03-09-2014,2
1815,16-03-2014,04-09-2014,6
1816,26-10-2012,05-09-2014,9
1817,12-03-2014,09-09-2014,5
1818,09-07-2014,10-09-2014,3
1819,23-06-2014,11-09-2014,3
1820,20-03-2014,12-09-2014,4
1821,07-08-2014,15-09-2014,2
1822,19-03-2014,16-09-2014,5
1823,14-06-2014,17-09-2014,3
1824,13-03-2014,18-09-2014,2
1825,08-11-2010,19-09-2014,5
1826,17-09-2014,22-09-2014,5
1827,23-06-2014,23-09-2014,3
1828,14-03-2014,24-09-2014,7
1829,08-07-2014,25-09-2014,3
1830,19-03-2014,26-09-2014,3
1831,14-08-2013,29-09-2014,6
1832,16-11-2013,30-09-2014,7
1833,10-09-2014,01-10-2014,3
1834,14-03-2014,02-10-2014,3
1835,24-06-2014,03-10-2014,3
1836,23-06-2014,06-10-2014,3
1837,17-09-2014,08-10-2014,3
1838,07-10-2014,09-10-2014,4
1839,07-10-2014,09-10-2014,3
1840,02-10-2014,10-10-2014,6
1841,18-09-2014,13-10-2014,11
1842,10-09-2014,14-10-2014,5
1843,09-10-2014,15-10-2014,4
1844,08-10-2014,16-10-2014,5
1845,15-09-2014,17-10-2014,6
1846,25-09-2014,20-10-2014,1
1847,22-10-2014,21-10-2014,3
1848,08-07-2014,22-10-2014,3
1849,13-10-2014,23-10-2014,5
1850,12-09-2014,24-10-2014,4
1851,10-10-2014,27-10-2014,4
1852,24-07-2014,28-10-2014,5
1853,11-03-2014,29-10-2014,3
1854,10-09-2014,30-10-2014,3
1855,23-06-2014,31-10-2014,3
1856,07-10-2014,04-11-2014,4
1857,27-10-2014,05-11-2014,5
1858,15-09-2014,06-11-2014,4
1859,09-10-2014,06-11-2014,4
1860,08-10-2014,08-11-2014,3
1861,18-09-2014,11-11-2014,6
1862,08-10-2014,11-11-2014,4
1863,15-10-2014,13-11-2014,4
1864,18-09-2014,14-11-2014,4
1865,09-10-2014,15-11-2014,6
1866,17-10-2013,18-11-2014,4
1867,20-03-2014,19-11-2014,3
1868,02-10-2014,19-11-2014,5
1869,14-10-2014,21-11-2014,11
1870,09-09-2014,22-11-2014,5
1871,10-10-2014,24-11-2014,3
1872,01-11-2014,26-11-2014,6
1873,12-08-2014,27-11-2014,8
1874,14-10-2014,02-12-2014,5
1875,20-03-2014,02-12-2014,5
1876,20-10-2014,04-12-2014,4
1877,16-09-2014,05-12-2014,5
1878,21-10-2014,06-12-2014,3
1879,07-10-2014,09-12-2014,3
1880,14-10-2014,09-12-2014,3
1881,15-08-2014,11-12-2014,5
1882,14-10-2014,12-12-2014,4
1883,13-10-2014,13-12-2014,4
1884,15-11-2014,15-12-2014,5
1885,01-12-2014,16-12-2014,7
1886,11-11-2014,18-12-2014,7
1887,06-10-2014,19-12-2014,7
1888,06-10-2014,20-12-2014,5
1889,15-11-2014,23-12-2014,4
1890,13-11-2014,24-12-2014,8
1891,06-10-2014,05-01-2015,4
1892,10-11-2014,07-01-2015,5
1893,19-03-2014,07-01-2015,8
1894,15-11-2014,08-01-2015,5
1895,16-10-2014,10-01-2015,11
1896,09-10-2014,13-01-2015,3
1897,10-10-2014,13-01-2015,3
1898,13-10-2014,15-01-2015,6
1899,01-10-2014,17-01-2015,7
1900,17-10-2014,21-01-2015,2
1901,15-11-2014,22-01-2015,4
1902,21-10-2014,22-01-2015,3
1903,20-11-2014,23-01-2015,5
1904,15-10-2014,27-01-2015,3
1905,16-10-2014,28-01-2015,3
1906,11-10-2014,29-01-2015,5
1907,06-10-2014,31-01-2015,4
1908,13-10-2014,03-02-2015,7
1909,11-12-2014,04-02-2015,6
1910,05-11-2014,04-02-2015,5
1911,10-06-2013,06-02-2015,5
1912,04-11-2014,07-02-2015,4
1913,15-11-2014,09-02-2015,13
1914,16-10-2014,11-02-2015,5
1915,15-11-2014,13-02-2015,7
1916,04-04-2014,13-02-2015,6
1917,07-11-2014,17-02-2015,5
1918,10-09-2014,17-02-2015,4
1919,14-10-2014,19-02-2015,7
1920,06-10-2014,20-02-2015,16
1921,07-11-2014,20-02-2015,5
1922,20-02-2014,24-02-2015,3
1923,15-10-2014,24-02-2015,5
1924,20-11-2014,26-02-2015,6
1925,01-11-2014,26-02-2015,7
1926,20-03-2014,27-02-2015,3
1927,16-10-2014,03-03-2015,3
1928,24-09-2014,03-03-2015,4
1929,11-02-2014,05-03-2015,4
1930,08-10-2014,06-03-2015,7
1931,28-10-2014,06-03-2015,6
1932,06-10-2014,09-03-2015,5
1933,10-03-2014,10-03-2015,4
1934,01-11-2014,11-03-2015,8
1935,31-05-2013,12-03-2015,5
1936,12-09-2014,13-03-2015,4
1937,11-12-2014,16-03-2015,4
1938,19-11-2014,17-03-2015,4
1939,17-03-2015,19-03-2015,4
1940,16-03-2015,20-03-2015,4
1941,19-03-2015,21-03-2015,5
1942,17-03-2015,23-03-2015,4
1943,10-03-2015,24-03-2015,5
1944,17-03-2015,25-03-2015,5
1945,18-03-2015,26-03-2015,6
1946,18-03-2015,27-03-2015,6
1947,20-10-2014,30-03-2015,5
1948,17-03-2015,31-03-2015,5
1949,16-03-2015,01-04-2015,4
1950,20-10-2014,02-04-2015,5
1951,18-03-2015,03-04-2015,7
1952,07-10-2014,06-04-2015,4
1953,01-10-2014,07-04-2015,5
1954,17-03-2015,08-04-2015,4
1955,17-03-2015,09-04-2015,14
1956,26-04-2014,10-04-2015,3
1957,25-03-2015,13-04-2015,3
1958,28-09-2014,14-04-2015,7
1959,17-03-2015,16-04-2015,3
1960,17-03-2015,17-04-2015,7
1961,17-03-2015,20-04-2015,3
1962,17-03-2015,21-04-2015,9
1963,18-03-2015,22-04-2015,7
1964,10-03-2015,23-04-2015,5
1965,15-11-2014,24-04-2015,6
1966,18-03-2015,27-04-2015,5
1967,18-03-2015,28-04-2015,9
1968,20-03-2015,30-04-2015,11
1969,19-03-2015,01-05-2015,7
1970,18-03-2015,04-05-2015,4
1971,17-03-2015,05-05-2015,3
1972,18-03-2015,06-05-2015,6
1973,16-03-2015,07-05-2015,5
1974,18-03-2015,08-05-2015,3
1975,18-03-2015,11-05-2015,3
1976,18-03-2015,12-05-2015,3
1977,25-03-2015,14-05-2015,5
1978,21-11-2014,15-05-2015,3
1979,18-03-2015,18-05-2015,9
1980,10-03-2015,19-05-2015,5
1981,25-03-2015,20-05-2015,3
1982,19-03-2015,21-05-2015,4
1983,19-03-2015,22-05-2015,4
1984,19-03-2015,26-05-2015,7
1985,10-12-2014,27-05-2015,5
1986,18-03-2015,28-05-2015,12
1987,09-10-2014,29-05-2015,2
1988,19-03-2015,01-06-2015,3
1989,10-03-2015,02-06-2015,10
1990,25-03-2015,03-06-2015,3
1991,16-03-2015,04-06-2015,6
1992,29-05-2015,05-06-2015,4
1993,18-03-2015,08-06-2015,1
1994,19-03-2015,09-06-2015,5
1995,18-03-2015,11-06-2015,11
1996,28-05-2015,12-06-2015,6
1997,28-05-2015,15-06-2015,4
1998,28-05-2015,16-06-2015,5
1999,18-03-2015,17-06-2015,4
2000,23-03-2015,18-06-2015,8
2001,25-03-2015,19-06-2015,5
2002,28-05-2015,22-06-2015,4
2003,12-05-2015,23-06-2015,5
2004,25-03-2015,25-06-2015,5
2005,16-03-2015,26-06-2015,4
2006,20-03-2015,29-06-2015,3
2007,29-05-2015,30-06-2015,5
2008,24-03-2015,01-07-2015,12
2009,29-05-2015,02-07-2015,3
2010,17-03-2015,06-07-2015,4
2011,29-05-2015,07-07-2015,4
2012,16-06-2015,09-07-2015,5
2013,27-09-2014,10-07-2015,4
2014,19-03-2015,14-07-2015,5
2015,27-05-2015,14-07-2015,6
2016,18-03-2015,15-07-2015,4
2017,09-06-2013,16-07-2015,10
2018,28-05-2015,17-07-2015,8
2019,16-06-2015,20-07-2015,5
2020,29-05-2015,21-07-2015,4
2021,19-11-2012,22-07-2015,4
2022,16-03-2015,23-07-2015,7
2023,12-06-2015,24-07-2015,5
2024,17-03-2015,10-08-2015,6
2025,28-05-2015,11-08-2015,3
2026,17-03-2015,13-08-2015,3
2027,18-03-2015,14-08-2015,10
2028,12-06-2015,17-08-2015,9
2029,13-03-2015,18-08-2015,4
2030,16-06-2015,19-08-2015,13
2031,17-03-2015,20-08-2015,5
2032,10-10-2014,21-08-2015,3
2033,16-06-2015,24-08-2015,5
2034,18-03-2015,25-08-2015,8
2035,28-05-2015,27-08-2015,5
2036,01-07-2015,28-08-2015,3
2037,09-10-2014,31-08-2015,16
2038,28-05-2015,01-09-2015,7
2039,16-06-2015,02-09-2015,7
2040,17-03-2015,03-09-2015,5
2041,17-03-2015,04-09-2015,12
2042,19-03-2014,08-09-2015,7
2043,20-03-2015,10-09-2015,6
2044,28-05-2015,11-09-2015,8
2045,16-03-2015,14-09-2015,11
2046,29-05-2015,15-09-2015,5
2047,29-05-2015,16-09-2015,5
2048,20-08-2015,17-09-2015,4
2049,10-10-2012,18-09-2015,6
2050,28-05-2015,21-09-2015,5
2051,16-06-2015,22-09-2015,4
2052,28-05-2015,23-09-2015,5
2053,29-05-2015,25-09-2015,5
2054,30-06-2015,29-09-2015,6
2055,07-10-2014,29-09-2015,5
2056,21-03-2015,01-10-2015,5
2057,29-08-2015,01-10-2015,7
2058,18-04-2015,02-10-2015,7
2059,16-06-2015,05-10-2015,13
2060,18-03-2015,06-10-2015,19
2061,19-03-2015,07-10-2015,10
2062,30-06-2015,08-10-2015,10
2063,19-03-2015,09-10-2015,5
2064,29-09-2015,12-10-2015,8
2065,12-04-2015,13-10-2015,19
2066,20-09-2014,14-10-2015,8
2067,29-09-2015,15-10-2015,8
2068,28-08-2015,16-10-2015,8
2069,28-08-2015,19-10-2015,7
2070,29-09-2015,20-10-2015,18
2071,20-05-2015,22-10-2015,7
2072,29-09-2015,23-10-2015,12
2073,29-09-2015,27-10-2015,3
2074,26-08-2015,27-10-2015,11
2075,28-08-2015,28-10-2015,7
2076,29-09-2015,29-10-2015,12
2077,29-09-2015,30-10-2015,7
2078,27-05-2015,03-11-2015,9
2079,23-05-2015,04-11-2015,13
2080,26-08-2015,05-11-2015,6
2081,29-09-2015,06-11-2015,9
2082,27-05-2015,06-11-2015,7
2083,27-05-2015,10-11-2015,9
2084,29-01-2015,11-11-2015,11
2085,26-08-2015,13-11-2015,12
2086,28-03-2015,13-11-2015,11
2087,15-10-2015,17-11-2015,8
2088,27-05-2015,18-11-2015,9
2089,10-10-2015,18-11-2015,14
2090,10-10-2015,19-11-2015,21
2091,26-08-2015,21-11-2015,14
2092,29-09-2015,24-11-2015,6
2093,02-09-2015,25-11-2015,12
2094,16-03-2015,01-12-2015,10
2095,10-10-2015,02-12-2015,13
2096,17-10-2015,03-12-2015,16
2097,15-10-2015,04-12-2015,12
2098,16-03-2013,05-12-2015,10
2099,26-08-2015,08-12-2015,14
2100,14-11-2015,09-12-2015,10
2101,14-11-2015,11-12-2015,13
2102,14-11-2015,12-12-2015,7
2103,10-10-2015,15-12-2015,9
2104,16-03-2015,16-12-2015,11
2105,20-11-2014,17-12-2015,8
2106,27-05-2015,18-12-2015,13
2107,08-12-2015,19-12-2015,11
2108,16-06-2015,22-12-2015,16
2109,10-10-2015,23-12-2015,12
2110,14-11-2015,24-12-2015,12
2111,08-12-2015,05-01-2016,12
2112,18-06-2015,06-01-2016,8
2113,16-03-2015,07-01-2016,17
2114,17-09-2015,08-01-2016,16
2115,08-12-2015,09-01-2016,5
2116,29-09-2015,12-01-2016,10
2117,25-09-2015,13-01-2016,11
2118,08-12-2015,13-01-2016,19
2119,29-09-2015,15-01-2016,15
2120,14-11-2015,16-01-2016,15
2121,08-12-2015,20-01-2016,21
2122,20-05-2015,21-01-2016,13
2123,27-05-2015,21-01-2016,16
2124,08-12-2015,23-01-2016,11
2125,08-12-2015,26-01-2016,15
2126,10-10-2015,27-01-2016,16
2127,15-11-2014,27-01-2016,20
2128,08-12-2015,29-01-2016,14
2129,29-09-2015,30-01-2016,13
2130,09-10-2015,02-02-2016,16
2131,06-10-2014,02-02-2016,13
2132,18-11-2015,04-02-2016,19
2133,27-05-2015,05-02-2016,16
2134,14-11-2015,05-02-2016,14
2135,08-12-2015,09-02-2016,14
2136,09-10-2015,10-02-2016,14
2137,31-10-2015,10-02-2016,13
2138,10-10-2015,11-02-2016,13
2139,18-11-2015,13-02-2016,16
2140,08-12-2015,16-02-2016,8
2141,01-05-2015,17-02-2016,5
2142,15-02-2016,18-02-2016,13
2143,15-02-2016,19-02-2016,10
2144,15-02-2016,20-02-2016,9
2145,17-02-2016,23-02-2016,5
2146,15-02-2016,24-02-2016,4
2147,03-11-2015,25-02-2016,4
2148,18-11-2015,26-02-2016,18
2149,14-11-2015,26-02-2016,10
2150,10-10-2015,29-02-2016,19
2151,14-11-2015,02-03-2016,8
2152,18-11-2015,03-03-2016,16
2153,15-02-2016,04-03-2016,16
2154,15-02-2016,04-03-2016,25
2155,17-02-2016,07-03-2016,15
2156,08-12-2015,09-03-2016,29
2157,01-12-2014,10-03-2016,19
2158,27-02-2015,10-03-2016,14
2159,19-02-2016,11-03-2016,23
2160,19-02-2016,12-03-2016,10
2161,16-02-2016,14-03-2016,17
2162,16-02-2016,16-03-2016,15
2163,15-02-2016,16-03-2016,13
2164,15-02-2016,17-03-2016,17
2165,17-02-2016,18-03-2016,19
2166,18-02-2016,21-03-2016,13
2167,14-11-2015,22-03-2016,8
2168,05-11-2015,23-03-2016,12
2169,18-02-2016,24-03-2016,11
2170,18-02-2016,25-03-2016,17
2171,18-02-2016,28-03-2016,16
2172,17-02-2016,29-03-2016,16
2173,14-11-2015,30-03-2016,16
2174,30-06-2015,31-03-2016,10
2175,16-02-2016,01-04-2016,14
2176,16-02-2016,04-04-2016,11
2177,17-02-2016,05-04-2016,32
2178,05-11-2015,06-04-2016,13
2179,16-02-2016,07-04-2016,10
2180,05-04-2016,08-04-2016,14
2181,17-02-2016,09-04-2016,11
2182,17-02-2016,11-04-2016,16
2183,16-03-2015,12-04-2016,23
2184,05-11-2015,13-04-2016,15
2185,15-02-2016,14-04-2016,15
2186,17-02-2016,15-04-2016,7
2187,17-02-2016,18-04-2016,27
2188,24-03-2016,19-04-2016,5
2189,19-03-2015,19-04-2016,10
2190,06-11-2015,20-04-2016,17
2191,29-05-2015,21-04-2016,10
2192,16-02-2016,22-04-2016,15
2193,15-02-2016,25-04-2016,14
2194,15-02-2016,26-04-2016,17
2195,18-02-2016,27-04-2016,11
2196,03-11-2015,28-04-2016,13
2197,15-02-2016,29-04-2016,18
2198,18-11-2015,02-05-2016,11
2199,18-02-2016,03-05-2016,9
2200,15-02-2016,04-05-2016,13
2201,18-02-2016,05-05-2016,17
2202,09-10-2015,06-05-2016,15
2203,17-02-2016,09-05-2016,21
2204,18-02-2016,10-05-2016,9
2205,15-02-2016,11-05-2016,17
2206,06-11-2015,12-05-2016,15
2207,18-02-2016,13-05-2016,9
2208,15-02-2016,17-05-2016,17
2209,04-11-2015,18-05-2016,14
2210,30-01-2016,19-05-2016,17
2211,15-02-2016,20-05-2016,6
2212,18-02-2016,23-05-2016,10
2213,18-02-2016,24-05-2016,14
2214,06-11-2015,25-05-2016,13
2215,16-02-2016,26-05-2016,12
2216,03-11-2015,27-05-2016,10
2217,19-02-2016,31-05-2016,16
2218,04-11-2015,01-06-2016,16
2219,16-02-2016,02-06-2016,13
2220,19-02-2016,03-06-2016,9
2221,16-02-2016,06-06-2016,9
2222,17-02-2016,07-06-2016,22
2223,17-02-2016,08-06-2016,7
2224,28-02-2016,09-06-2016,9
2225,15-02-2016,10-06-2016,11
2226,17-02-2016,13-06-2016,12
2227,04-11-2015,14-06-2016,14
2228,15-02-2016,15-06-2016,15
2229,18-02-2016,17-06-2016,13
2230,01-12-2014,17-06-2016,13
2231,24-05-2016,20-06-2016,13
2232,15-02-2016,21-06-2016,12
2233,18-05-2016,22-06-2016,9
2234,16-02-2016,23-06-2016,9
2235,17-02-2016,24-06-2016,10
2236,16-02-2016,27-06-2016,13
2237,18-05-2016,28-06-2016,14
2238,28-02-2016,29-06-2016,10
2239,15-02-2016,30-06-2016,21
2240,15-02-2016,01-07-2016,16
2241,26-06-2016,05-07-2016,21
2242,29-06-2016,06-07-2016,22
2243,15-02-2016,07-07-2016,16
2244,25-09-2015,08-07-2016,9
2245,18-05-2016,11-07-2016,6
2246,05-11-2015,12-07-2016,4
2247,26-06-2016,13-07-2016,18
2248,18-05-2016,14-07-2016,21
2249,16-02-2016,15-07-2016,15
2250,18-05-2016,18-07-2016,17
2251,26-06-2016,19-07-2016,10
2252,26-06-2016,20-07-2016,12
2253,26-06-2016,21-07-2016,16
2254,29-06-2016,22-07-2016,17
2255,15-02-2016,08-08-2016,12
2256,18-05-2016,09-08-2016,10
