ID,Film_Date,Published_Date,Tags_Count
775,02-02-2010,23-09-2010,6
776,09-07-2010,23-09-2010,7
777,18-09-2009,26-09-2010,4
778,15-06-2010,27-09-2010,7
779,16-07-2010,28-09-2010,4
780,15-07-2010,29-09-2010,10
781,20-09-2010,30-09-2010,6
782,09-07-2010,04-10-2010,8
783,15-07-2010,05-10-2010,5
784,16-04-2010,06-10-2010,4
785,20-09-2010,07-10-2010,7
786,12-02-2010,08-10-2010,4
787,15-07-2010,11-10-2010,5
788,20-09-2010,12-10-2010,6
789,13-07-2010,13-10-2010,7
790,09-10-2009,14-10-2010,7
791,09-07-2010,15-10-2010,9
792,12-10-2010,17-10-2010,6
793,14-07-2010,18-10-2010,6
794,16-07-2010,19-10-2010,4
795,16-04-2010,20-10-2010,7
796,15-07-2010,21-10-2010,4
797,12-02-2010,22-10-2010,5
798,02-11-2009,25-10-2010,5
799,09-07-2010,26-10-2010,8
800,07-04-2010,27-10-2010,5
801,26-04-2010,28-10-2010,6
802,14-07-2010,29-10-2010,5
803,14-07-2010,01-11-2010,5
804,14-07-2010,02-11-2010,7
805,16-04-2010,03-11-2010,5
806,16-07-2010,04-11-2010,4
807,10-02-2010,05-11-2010,4
808,16-07-2010,08-11-2010,3
809,15-07-2010,09-11-2010,5
810,19-09-2010,10-11-2010,5
811,16-07-2010,11-11-2010,6
812,15-07-2010,12-11-2010,5
813,09-07-2010,15-11-2010,5
814,10-02-2010,16-11-2010,7
815,29-04-2010,17-11-2010,8
816,15-07-2010,18-11-2010,4
817,16-04-2010,19-11-2010,6
818,13-05-2010,22-11-2010,5
819,16-07-2010,23-11-2010,5
820,18-10-2010,24-11-2010,7
821,12-10-2010,25-11-2010,7
822,28-08-2010,29-11-2010,8
823,17-10-2010,01-12-2010,5
824,14-07-2010,01-12-2010,5
825,04-06-2010,02-12-2010,6
826,15-07-2010,03-12-2010,7
827,08-12-2010,09-12-2010,5
828,07-12-2010,10-12-2010,7
829,08-12-2010,14-12-2010,6
830,07-12-2010,15-12-2010,7
831,05-11-2010,16-12-2010,4
832,08-12-2010,16-12-2010,6
833,22-05-2010,17-12-2010,9
834,14-10-2010,19-12-2010,10
835,08-12-2010,20-12-2010,6
836,08-12-2010,21-12-2010,8
837,10-09-2010,22-12-2010,6
838,06-06-2010,23-12-2010,9
839,18-11-2010,31-12-2010,5
840,07-12-2010,03-01-2011,5
841,10-10-2010,04-01-2011,5
842,05-11-2010,06-01-2011,7
843,08-12-2010,07-01-2011,5
844,30-09-2010,08-01-2011,8
845,08-12-2010,10-01-2011,5
846,08-12-2010,11-01-2011,6
847,11-11-2010,13-01-2011,4
848,08-12-2010,13-01-2011,3
849,21-10-2010,15-01-2011,8
850,08-12-2010,18-01-2011,6
851,25-10-2010,19-01-2011,5
852,14-11-2010,20-01-2011,10
853,20-11-2010,20-01-2011,8
854,08-12-2010,21-01-2011,7
855,10-10-2010,24-01-2011,6
856,10-10-2010,25-01-2011,6
857,07-12-2010,26-01-2011,8
858,23-09-2011,27-01-2011,5
859,10-10-2010,28-01-2011,4
860,08-12-2010,31-01-2011,4
861,09-01-2011,01-02-2011,11
862,08-12-2010,02-02-2011,5
863,11-07-2010,03-02-2011,6
864,08-12-2010,05-02-2011,6
865,28-05-2010,08-02-2011,7
866,08-12-2010,08-02-2011,8
867,08-12-2010,10-02-2011,6
868,10-11-2010,10-02-2011,5
869,04-06-2010,11-02-2011,5
870,18-11-2010,15-02-2011,5
871,12-10-2010,16-02-2011,6
872,08-12-2010,16-02-2011,5
873,08-01-2011,17-02-2011,2
874,08-12-2010,18-02-2011,4
875,04-11-2010,21-02-2011,4
876,14-07-2010,22-02-2011,8
877,08-12-2010,24-02-2011,2
878,26-10-2010,25-02-2011,4
879,08-12-2010,26-02-2011,4
880,02-03-2011,03-03-2011,8
881,02-03-2011,04-03-2011,5
882,04-03-2011,05-03-2011,6
883,03-03-2011,05-03-2011,4
884,03-03-2011,08-03-2011,5
885,10-12-2010,09-03-2011,6
886,02-03-2011,09-03-2011,5
887,04-03-2011,11-03-2011,4
888,04-11-2010,11-03-2011,9
889,01-03-2011,14-03-2011,4
890,01-03-2011,15-03-2011,3
891,02-03-2011,16-03-2011,3
892,10-10-2010,17-03-2011,3
893,03-03-2011,18-03-2011,4
894,04-12-2010,21-03-2011,4
895,02-03-2011,22-03-2011,5
896,11-11-2010,23-03-2011,9
897,02-03-2011,24-03-2011,5
898,11-11-2010,25-03-2011,6
899,04-12-2010,28-03-2011,4
900,03-03-2011,29-03-2011,7
901,01-03-2011,30-03-2011,5
902,02-03-2011,31-03-2011,6
903,01-03-2011,01-04-2011,7
904,02-03-2011,04-04-2011,4
905,04-03-2011,05-04-2011,6
906,18-11-2010,06-04-2011,3
907,02-03-2011,06-04-2011,7
908,03-03-2011,07-04-2011,6
909,03-12-2010,08-04-2011,3
910,04-11-2010,09-04-2011,5
911,04-03-2011,11-04-2011,7
912,10-10-2010,12-04-2011,6
913,04-03-2011,13-04-2011,3
914,01-03-2011,14-04-2011,5
915,07-12-2010,16-04-2011,2
916,10-10-2010,18-04-2011,8
917,04-03-2011,19-04-2011,2
918,04-03-2011,20-04-2011,8
919,08-12-2010,21-04-2011,6
920,04-03-2011,22-04-2011,3
921,02-03-2011,25-04-2011,6
922,10-10-2010,26-04-2011,6
923,14-01-2011,27-04-2011,9
924,02-03-2011,28-04-2011,5
925,09-12-2010,29-04-2011,6
926,03-03-2011,02-05-2011,5
927,12-12-2010,03-05-2011,5
928,02-03-2011,03-05-2011,4
929,02-03-2011,04-05-2011,9
930,14-01-2011,05-05-2011,9
931,02-03-2011,06-05-2011,11
932,02-03-2011,09-05-2011,8
933,03-03-2011,10-05-2011,9
934,02-03-2011,11-05-2011,5
935,02-03-2011,12-05-2011,3
936,14-01-2011,13-05-2011,6
937,03-03-2011,15-05-2011,4
938,02-03-2011,17-05-2011,5
939,02-03-2011,18-05-2011,6
940,03-03-2011,19-05-2011,6
941,02-02-2005,20-05-2011,3
942,28-04-2011,23-05-2011,2
943,02-03-2011,23-05-2011,7
944,03-03-2011,24-05-2011,5
945,04-12-2010,25-05-2011,5
946,03-03-2011,27-05-2011,6
947,02-03-2011,27-05-2011,5
948,06-10-2009,31-05-2011,3
949,04-03-2011,31-05-2011,6
950,11-06-2010,01-06-2011,6
951,02-03-2011,02-06-2011,3
952,03-03-2011,04-06-2011,5
953,14-05-2011,06-06-2011,4
954,04-03-2011,07-06-2011,4
955,03-03-2011,08-06-2011,7
956,03-03-2011,09-06-2011,5
957,15-12-2010,10-06-2011,4
958,03-03-2011,11-06-2011,6
959,04-04-2011,13-06-2011,5
960,03-03-2011,14-06-2011,4
961,08-01-2011,15-06-2011,7
962,03-03-2011,16-06-2011,5
963,24-05-2011,18-06-2011,5
964,02-03-2011,18-06-2011,5
965,03-03-2011,20-06-2011,7
966,03-03-2011,21-06-2011,2
967,03-03-2007,22-06-2011,3
968,18-05-2011,24-06-2011,7
969,24-05-2011,24-06-2011,5
970,01-11-2010,27-06-2011,9
971,02-03-2011,28-06-2011,4
972,04-04-2011,30-06-2011,7
973,03-03-2011,30-06-2011,5
974,03-03-2011,01-07-2011,2
975,03-03-2011,05-07-2011,8
976,18-05-2011,06-07-2011,9
977,01-12-2010,07-07-2011,3
978,02-03-2011,08-07-2011,5
979,12-07-2011,13-07-2011,4
980,12-07-2011,14-07-2011,4
981,13-07-2011,15-07-2011,4
982,13-07-2011,18-07-2011,5
983,14-07-2011,19-07-2011,7
984,13-07-2011,20-07-2011,5
985,13-07-2011,21-07-2011,4
986,15-07-2011,22-07-2011,6
987,15-07-2011,25-07-2011,6
988,12-07-2011,26-07-2011,7
989,13-07-2011,27-07-2011,4
990,14-07-2011,28-07-2011,7
991,11-07-2011,29-07-2011,3
992,11-07-2011,01-08-2011,6
993,13-07-2011,02-08-2011,4
994,13-07-2011,03-08-2011,6
995,14-07-2011,04-08-2011,4
996,01-03-2011,05-08-2011,5
997,04-12-2010,06-08-2011,6
998,12-07-2011,08-08-2011,9
999,28-06-2011,09-08-2011,7
1000,15-07-2011,10-08-2011,6
1001,11-07-2011,12-08-2011,6
1002,14-07-2011,12-08-2011,7
1003,01-03-2011,29-08-2011,5
1004,14-07-2011,30-08-2011,4
1005,13-07-2011,31-08-2011,8
1006,24-02-2011,01-09-2011,3
1007,03-12-2010,02-09-2011,5
1008,02-03-2011,06-09-2011,5
1009,30-01-2010,07-09-2011,7
1010,13-07-2011,08-09-2011,4
1011,12-07-2011,09-09-2011,6
1012,12-07-2011,12-09-2011,6
1013,13-07-2011,13-09-2011,5
1014,02-03-2011,14-09-2011,4
1015,06-07-2011,15-09-2011,7
1016,03-12-2010,16-09-2011,2
1017,16-11-2010,17-09-2011,3
1018,14-07-2011,19-09-2011,4
1019,24-07-2011,20-09-2011,8
1020,14-07-2011,21-09-2011,5
1021,14-07-2011,22-09-2011,4
1022,03-03-2011,23-09-2011,4
1023,14-07-2011,26-09-2011,6
1024,12-07-2011,27-09-2011,5
1025,14-07-2011,28-09-2011,6
1026,13-07-2011,29-09-2011,7
1027,12-07-2011,30-09-2011,4
1028,13-07-2011,03-10-2011,6
1029,19-02-2011,04-10-2011,6
1030,01-03-2011,05-10-2011,6
1031,12-06-2005,06-10-2011,9
1032,14-07-2011,06-10-2011,5
1033,13-07-2011,07-10-2011,6
1034,13-07-2011,10-10-2011,5
1035,18-05-2011,11-10-2011,5
1036,11-07-2011,12-10-2011,4
1037,13-07-2011,13-10-2011,4
1038,14-07-2011,14-10-2011,6
1039,14-07-2011,17-10-2011,7
1040,13-07-2011,18-10-2011,5
1041,30-01-2010,19-10-2011,8
1042,14-07-2011,20-10-2011,8
1043,11-07-2011,21-10-2011,5
1044,12-07-2011,24-10-2011,7
1045,21-10-2011,25-10-2011,4
1046,14-07-2011,26-10-2011,3
1047,26-05-2011,27-10-2011,13
1048,01-03-2011,28-10-2011,3
1049,14-07-2011,31-10-2011,6
1050,13-07-2011,01-11-2011,16
1051,15-07-2011,02-11-2011,5
1052,13-07-2011,03-11-2011,13
1053,13-07-2011,04-11-2011,3
1054,02-04-2011,05-11-2011,7
1055,21-03-2011,06-11-2011,6
1056,18-05-2011,08-11-2011,11
1057,14-07-2011,08-11-2011,5
1058,14-07-2011,10-11-2011,4
1059,13-07-2011,11-11-2011,15
1060,11-05-2011,12-11-2011,6
1061,02-03-2011,12-11-2011,6
1062,03-03-2011,13-11-2011,8
1063,02-12-2010,15-11-2011,10
1064,13-07-2011,15-11-2011,4
1065,22-10-2011,17-11-2011,6
1066,13-07-2011,18-11-2011,11
1067,13-07-2011,19-11-2011,7
1068,01-06-2011,19-11-2011,5
1069,02-04-2011,20-11-2011,8
1070,05-09-2011,21-11-2011,8
1071,13-07-2011,23-11-2011,5
1072,24-05-2011,24-11-2011,5
1073,23-05-2011,26-11-2011,6
1074,19-05-2011,27-11-2011,6
1075,04-03-2011,29-11-2011,5
1076,12-07-2011,30-11-2011,11
1077,22-11-2011,30-11-2011,9
1078,28-10-2011,01-12-2011,11
1079,09-11-2011,02-12-2011,3
1080,24-09-2011,03-12-2011,5
1081,09-05-2011,04-12-2011,5
1082,23-11-2011,06-12-2011,8
1083,03-04-2011,07-12-2011,7
1084,21-02-2010,07-12-2011,14
1085,24-10-2011,09-12-2011,13
1086,09-11-2011,10-12-2011,4
1087,04-10-2011,10-12-2011,5
1088,01-04-2011,11-12-2011,4
1089,12-07-2011,13-12-2011,7
1090,28-10-2011,14-12-2011,12
1091,14-07-2011,15-12-2011,5
1092,01-03-2011,16-12-2011,5
1093,13-05-2011,17-12-2011,7
1094,10-09-2011,17-12-2011,6
1095,24-09-2011,18-12-2011,4
1096,02-03-2011,20-12-2011,14
1097,12-10-2011,21-12-2011,15
1098,09-11-2011,22-12-2011,7
1099,13-07-2011,22-12-2011,5
1100,27-11-2011,23-12-2011,8
1101,28-10-2011,03-01-2012,6
1102,07-12-2011,05-01-2012,6
1103,28-12-2011,06-01-2012,6
1104,10-11-2011,07-01-2012,3
1105,13-10-2010,08-01-2012,3
1106,28-06-2011,08-01-2012,10
1107,09-11-2009,10-01-2012,5
1108,08-12-2011,11-01-2012,10
1109,11-11-2011,12-01-2012,3
1110,28-05-2011,12-01-2012,12
1111,01-12-2011,14-01-2012,7
1112,01-04-2011,14-01-2012,4
1113,22-11-2011,15-01-2012,5
1114,14-07-2011,17-01-2012,5
1115,13-07-2011,17-01-2012,4
1116,17-11-2011,18-01-2012,7
1117,17-01-2012,19-01-2012,5
1118,09-11-2011,19-01-2012,5
1119,13-09-2011,21-01-2012,9
1120,17-08-2011,21-01-2012,20
1121,03-11-2011,22-01-2012,6
1122,10-11-2011,24-01-2012,5
1123,28-10-2011,25-01-2012,5
1124,11-11-2011,26-01-2012,5
1125,02-12-2011,28-01-2012,6
1126,09-05-2011,28-01-2012,5
1127,28-06-2011,29-01-2012,6
1128,25-11-2011,30-01-2012,6
1129,25-10-2011,01-02-2012,3
1130,11-05-2011,02-02-2012,17
1131,02-12-2011,03-02-2012,7
1132,20-02-1994,04-02-2012,16
1133,07-04-2010,04-02-2012,20
1134,06-08-2011,04-02-2012,4
1135,11-11-2011,05-02-2012,4
1136,11-11-2011,06-02-2012,9
1137,24-09-2011,08-02-2012,8
1138,02-12-2010,09-02-2012,6
1139,11-11-2011,09-02-2012,8
1140,08-11-2011,11-02-2012,4
1141,23-09-2010,11-02-2012,5
1142,23-04-2011,12-02-2012,4
1143,02-12-2010,14-02-2012,19
1144,11-11-2011,14-02-2012,6
1145,06-11-2010,15-02-2012,6
1146,04-04-2011,16-02-2012,6
1147,29-03-2010,16-02-2012,13
1148,27-11-2011,18-02-2012,6
1149,19-11-2011,18-02-2012,6
1150,11-11-2011,19-02-2012,12
1151,13-07-2011,21-02-2012,5
1152,20-12-2011,22-02-2012,7
1153,09-12-2011,23-02-2012,2
1154,09-11-2011,24-02-2012,4
1155,01-12-2011,25-02-2012,4
1156,29-10-2011,26-02-2012,6
1157,13-11-2011,26-02-2012,11
1158,19-11-2011,28-02-2012,4
1159,14-07-2011,29-02-2012,5
1160,10-04-2010,29-02-2012,15
1161,28-02-2012,01-03-2012,4
1162,28-02-2012,01-03-2012,14
1163,29-02-2012,01-03-2012,4
1164,28-02-2012,03-03-2012,4
1165,01-03-2012,06-03-2012,7
1166,28-02-2012,07-03-2012,5
1167,29-02-2012,08-03-2012,5
1168,29-02-2012,09-03-2012,4
1169,01-03-2012,10-03-2012,3
1170,11-11-2011,10-03-2012,4
1171,12-11-2011,11-03-2012,6
1172,17-11-2011,12-03-2012,13
1173,12-03-2012,13-03-2012,17
1174,12-03-2012,13-03-2012,9
1175,02-11-2011,14-03-2012,16
1176,29-02-2012,14-03-2012,4
1177,01-03-2012,15-03-2012,5
1178,02-03-2012,16-03-2012,4
1179,19-11-2011,17-03-2012,5
1180,11-11-2011,18-03-2012,6
1181,01-03-2012,19-03-2012,5
1182,01-12-2011,21-03-2012,16
1183,01-03-2012,22-03-2012,11
1184,28-02-2012,23-03-2012,4
1185,12-11-2011,24-03-2012,5
1186,12-11-2011,25-03-2012,5
1187,01-03-2012,26-03-2012,4
1188,01-03-2012,27-03-2012,27
1189,02-03-2012,28-03-2012,4
1190,27-02-2012,29-03-2012,6
1191,01-03-2012,30-03-2012,6
1192,19-11-2011,31-03-2012,6
1193,11-03-2012,01-04-2012,5
1194,02-04-2012,02-04-2012,2
1195,29-02-2012,03-04-2012,6
1196,01-03-2012,04-04-2012,4
1197,29-02-2012,05-04-2012,4
1198,27-02-2012,06-04-2012,6
1199,11-11-2011,07-04-2012,7
1200,13-10-2010,08-04-2012,4
1201,29-02-2012,09-04-2012,5
1202,04-11-2011,10-04-2012,6
1203,05-04-2012,11-04-2012,6
1204,11-10-2011,12-04-2012,21
1205,27-02-2012,13-04-2012,7
1206,01-03-2012,16-04-2012,3
1207,28-02-2012,17-04-2012,3
1208,10-11-2011,18-04-2012,4
1209,06-12-2011,19-04-2012,14
1210,27-02-2012,20-04-2012,15
1211,27-02-2012,23-04-2012,14
1212,18-11-2011,24-04-2012,8
1213,25-04-2012,25-04-2012,5
1214,29-02-2012,26-04-2012,7
1215,29-02-2012,27-04-2012,6
1216,31-03-2012,28-04-2012,7
1217,11-11-2011,29-04-2012,5
1218,01-03-2012,30-04-2012,4
1219,22-03-2012,01-05-2012,20
1220,01-03-2012,02-05-2012,4
1221,29-02-2012,03-05-2012,5
1222,03-12-2011,04-05-2012,5
1223,31-03-2012,05-05-2012,6
1224,11-11-2011,06-05-2012,6
1225,01-03-2012,07-05-2012,4
1226,09-04-2012,09-05-2012,2
1227,01-03-2012,09-05-2012,15
1228,29-02-2012,10-05-2012,9
1229,28-02-2012,11-05-2012,3
1230,03-12-2011,12-05-2012,4
1231,02-04-2012,13-05-2012,5
1232,29-02-2012,14-05-2012,13
1233,27-02-2012,15-05-2012,9
1234,01-03-2012,16-05-2012,4
1235,28-02-2012,17-05-2012,14
1236,01-03-2012,18-05-2012,5
1237,11-02-2012,19-05-2012,5
1238,18-04-2012,20-05-2012,16
1239,27-02-2012,21-05-2012,15
1240,16-04-2012,22-05-2012,6
1241,01-03-2012,23-05-2012,4
1242,18-04-2012,24-05-2012,5
1243,29-02-2012,25-05-2012,7
1244,12-03-2012,26-05-2012,9
1245,04-02-2012,27-05-2012,19
1246,16-04-2012,29-05-2012,10
1247,19-04-2012,30-05-2012,6
1248,16-11-2011,31-05-2012,7
1249,28-02-2012,01-06-2012,4
1250,14-04-2012,02-06-2012,18
1251,27-04-2012,03-06-2012,4
1252,26-04-2012,04-06-2012,22
1253,11-04-2012,05-06-2012,12
1254,28-02-2012,06-06-2012,4
1255,27-02-2012,08-06-2012,15
1256,01-03-2012,08-06-2012,4
1257,10-09-2011,09-06-2012,19
1258,01-03-2012,11-06-2012,3
1259,11-04-2012,12-06-2012,8
1260,10-05-2012,13-06-2012,7
1261,01-03-2012,14-06-2012,16
1262,09-05-2012,15-06-2012,9
1263,04-05-2012,16-06-2012,5
1264,10-09-2011,17-06-2012,5
1265,11-02-2012,18-06-2012,6
1266,11-04-2012,19-06-2012,13
1267,01-03-2012,20-06-2012,10
1268,28-02-2012,21-06-2012,4
1269,17-04-2012,22-06-2012,20
1270,03-12-2011,23-06-2012,15
1271,27-04-2012,24-06-2012,5
1272,19-04-2012,25-06-2012,18
1273,19-04-2012,26-06-2012,11
1274,26-06-2012,27-06-2012,7
1275,26-06-2012,28-06-2012,3
1276,27-06-2012,29-06-2012,4
1277,30-06-2012,02-07-2012,14
1278,25-06-2012,03-07-2012,21
1279,16-04-2012,04-07-2012,8
1280,25-06-2012,05-07-2012,5
1281,28-06-2012,06-07-2012,4
1282,28-06-2012,09-07-2012,22
1283,16-04-2012,10-07-2012,20
1284,19-05-2012,11-07-2012,5
1285,28-06-2012,12-07-2012,11
1286,01-03-2012,13-07-2012,3
1287,11-02-2012,14-07-2012,5
1288,27-02-2012,15-07-2012,7
1289,29-06-2012,16-07-2012,16
1290,27-06-2012,17-07-2012,5
1291,19-05-2012,18-07-2012,6
1292,26-06-2012,19-07-2012,17
1293,27-06-2012,20-07-2012,10
1294,24-03-2012,21-07-2012,6
1295,19-04-2012,22-07-2012,3
1296,26-06-2012,23-07-2012,8
1297,27-06-2012,24-07-2012,4
1298,10-05-2012,25-07-2012,4
1299,28-06-2012,26-07-2012,4
1300,27-06-2012,27-07-2012,7
1301,22-06-2012,28-07-2012,20
1302,10-03-2012,29-07-2012,9
1303,29-06-2012,30-07-2012,6
1304,01-02-2012,31-07-2012,5
1305,26-06-2012,01-08-2012,5
1306,26-06-2012,02-08-2012,6
1307,19-05-2012,03-08-2012,5
1308,03-06-2012,04-08-2012,17
1309,20-04-2012,05-08-2012,7
1310,29-06-2012,06-08-2012,3
1311,26-06-2012,07-08-2012,21
1312,10-05-2012,09-08-2012,7
1313,29-06-2012,10-08-2012,2
1314,22-01-2012,11-08-2012,4
1315,22-06-2012,12-08-2012,4
1316,28-06-2012,13-08-2012,7
1317,22-06-2012,14-08-2012,6
1318,01-03-2012,15-08-2012,4
1319,22-06-2012,16-08-2012,4
1320,26-06-2012,17-08-2012,7
1321,28-06-2012,05-09-2012,6
1322,27-06-2012,06-09-2012,9
1323,26-06-2012,07-09-2012,3
1324,27-06-2012,08-09-2012,24
1325,22-06-2012,09-09-2012,8
1326,04-05-2012,10-09-2012,15
1327,27-06-2012,11-09-2012,5
1328,26-06-2012,12-09-2012,7
1329,28-06-2012,13-09-2012,18
1330,27-06-2012,14-09-2012,2
1331,27-06-2012,15-09-2012,5
1332,10-05-2012,16-09-2012,2
1333,25-06-2012,17-09-2012,14
1334,26-06-2012,18-09-2012,4
1335,27-06-2012,19-09-2012,4
1336,20-04-2012,20-09-2012,6
1337,11-04-2012,21-09-2012,5
1338,26-06-2012,22-09-2012,5
1339,04-06-2012,23-09-2012,7
1340,27-06-2012,24-09-2012,20
1341,26-06-2012,25-09-2012,10
1342,26-09-2012,26-09-2012,18
1343,05-06-2012,27-09-2012,12
1344,25-06-2012,28-09-2012,6
1345,02-09-2012,29-09-2012,6
1346,27-06-2012,30-09-2012,4
1347,26-06-2012,01-10-2012,6
1348,15-04-2012,02-10-2012,7
1349,26-06-2012,03-10-2012,7
1350,26-06-2012,04-10-2012,5
1351,01-03-2012,05-10-2012,2
1352,25-06-2012,08-10-2012,3
1353,26-06-2012,09-10-2012,8
1354,26-06-2012,10-10-2012,9
1355,26-06-2012,11-10-2012,8
1356,29-06-2012,12-10-2012,12
1357,26-06-2012,15-10-2012,7
1358,29-06-2012,16-10-2012,4
1359,26-06-2012,17-10-2012,15
1360,28-06-2012,18-10-2012,6
1361,26-06-2012,19-10-2012,7
1362,28-06-2012,22-10-2012,5
1363,11-05-2012,23-10-2012,13
1364,22-06-2012,24-10-2012,5
1365,04-05-2012,25-10-2012,9
1366,28-06-2012,26-10-2012,3
1367,12-06-2012,29-10-2012,8
1368,26-06-2012,30-10-2012,5
1369,22-09-2012,31-10-2012,17
1370,14-11-2011,01-11-2012,4
1371,22-04-2012,02-11-2012,4
1372,11-11-2011,06-11-2012,5
1373,21-12-2011,07-11-2012,7
1374,10-04-2012,08-11-2012,4
1375,10-05-2012,09-11-2012,9
1376,13-09-2012,10-11-2012,3
1377,29-02-2012,13-11-2012,4
1378,20-05-2012,14-11-2012,5
1379,07-06-2012,15-11-2012,2
1380,19-11-2011,16-11-2012,9
1381,26-06-2012,17-11-2012,3
1382,22-06-2012,20-11-2012,4
1383,22-06-2012,21-11-2012,10
1384,07-06-2012,22-11-2012,6
1385,11-06-2011,22-11-2012,6
1386,23-07-2012,23-11-2012,6
1387,01-09-2012,27-11-2012,4
1388,13-09-2012,27-11-2012,2
1389,01-10-2012,29-11-2012,7
1390,05-05-2012,30-11-2012,16
1391,27-06-2012,01-12-2012,5
1392,29-09-2012,04-12-2012,9
1393,03-05-2012,05-12-2012,7
1394,07-06-2012,06-12-2012,2
1395,26-06-2012,07-12-2012,18
1396,19-11-2011,08-12-2012,4
1397,25-10-2012,11-12-2012,23
1398,07-11-2012,12-12-2012,4
1399,22-04-2012,13-12-2012,7
1400,23-08-2012,14-12-2012,8
1401,07-11-2012,15-12-2012,6
1402,14-07-2012,18-12-2012,5
1403,07-11-2012,19-12-2012,17
1404,29-02-2012,19-12-2012,3
1405,17-12-2012,21-12-2012,3
1406,06-09-2012,22-12-2012,6
1407,28-06-2012,03-01-2013,5
1408,07-11-2012,04-01-2013,18
1409,28-02-2012,05-01-2013,3
1410,19-12-2012,08-01-2013,4
1411,01-12-2012,08-01-2013,5
1412,12-10-2012,10-01-2013,7
1413,05-05-2012,11-01-2013,6
1414,16-11-2012,11-01-2013,10
1415,30-11-2012,14-01-2013,8
1416,22-06-2012,16-01-2013,24
1417,27-10-2012,17-01-2013,5
1418,04-03-2012,18-01-2013,14
1419,17-11-2012,19-01-2013,7
1420,01-12-2012,23-01-2013,6
1421,26-10-2012,24-01-2013,8
1422,17-11-2012,25-01-2013,5
1423,10-11-2012,26-01-2013,6
1424,08-11-2012,29-01-2013,4
1425,17-11-2012,30-01-2013,9
1426,01-12-2012,31-01-2013,11
1427,22-04-2012,01-02-2013,8
1428,24-01-2013,02-02-2013,3
1429,01-12-2012,05-02-2013,5
1430,17-11-2012,06-02-2013,13
1431,02-03-2012,07-02-2013,5
1432,26-06-2012,08-02-2013,19
1433,12-05-2012,09-02-2013,8
1434,01-12-2012,12-02-2013,5
1435,05-10-2012,12-02-2013,12
1436,25-10-2012,14-02-2013,7
1437,11-02-2013,15-02-2013,4
1438,24-07-2010,15-02-2013,5
1439,11-04-2012,19-02-2013,20
1440,23-06-2012,20-02-2013,5
1441,12-12-2012,20-02-2013,6
1442,14-07-2012,21-02-2013,5
1443,18-01-2013,22-02-2013,15
1444,11-02-2013,26-02-2013,7
1445,24-01-2013,27-02-2013,2
1446,26-02-2013,28-02-2013,4
1447,26-02-2013,01-03-2013,3
1448,27-02-2013,02-03-2013,5
1449,28-02-2013,04-03-2013,3
1450,26-02-2013,05-03-2013,3
1451,28-02-2013,07-03-2013,6
1452,26-10-2012,08-03-2013,7
1453,28-02-2013,09-03-2013,7
1454,01-03-2013,11-03-2013,4
1455,18-01-2013,12-03-2013,5
1456,26-02-2013,13-03-2013,5
1457,26-02-2013,14-03-2013,4
1458,12-07-2012,15-03-2013,6
1459,27-02-2013,18-03-2013,4
1460,28-02-2013,19-03-2013,8
1461,28-02-2013,20-03-2013,4
1462,12-04-2012,21-03-2013,18
1463,01-03-2013,22-03-2013,7
1464,25-02-2013,25-03-2013,16
1465,28-02-2013,26-03-2013,5
1466,27-02-2013,27-03-2013,3
1467,18-01-2013,28-03-2013,6
1468,17-11-2012,29-03-2013,3
1469,28-02-2013,01-04-2013,6
1470,27-02-2013,02-04-2013,2
1471,27-02-2013,03-04-2013,6
1472,25-02-2013,04-04-2013,4
1473,10-02-2013,05-04-2013,6
1474,28-02-2013,08-04-2013,13
1475,26-02-2013,09-04-2013,2
1476,24-10-2012,10-04-2013,7
1477,27-03-2013,11-04-2013,3
1478,19-06-2012,12-04-2013,12
1479,27-02-2013,15-04-2013,6
1480,18-01-2013,16-04-2013,7
1481,01-03-2013,17-04-2013,4
1482,18-01-2013,18-04-2013,6
1483,27-02-2013,19-04-2013,4
1484,28-02-2013,22-04-2013,4
1485,26-02-2013,23-04-2013,4
1486,26-02-2013,23-04-2013,4
1487,28-02-2013,24-04-2013,7
1488,08-04-2013,25-04-2013,3
1489,25-02-2013,26-04-2013,2
1490,26-02-2013,29-04-2013,3
1491,27-02-2013,30-04-2013,14
1492,26-02-2013,01-05-2013,5
1493,26-02-2013,02-05-2013,5
1494,07-05-2013,03-05-2013,4
1495,14-09-2012,06-05-2013,5
1496,26-02-2013,07-05-2013,3
1497,07-05-2013,08-05-2013,5
1498,17-04-2013,08-05-2013,9
1499,07-05-2013,08-05-2013,3
1500,07-05-2013,08-05-2013,2
1501,07-05-2013,08-05-2013,3
1502,04-04-2013,09-05-2013,4
1503,23-04-2013,10-05-2013,5
1504,28-02-2013,13-05-2013,4
1505,07-04-2013,14-05-2013,4
1506,28-02-2013,15-05-2013,5
1507,24-04-2013,16-05-2013,4
1508,27-02-2013,17-05-2013,5
1509,01-03-2013,20-05-2013,4
1510,26-02-2013,21-05-2013,3
1511,27-02-2013,22-05-2013,5
1512,27-02-2013,23-05-2013,4
1513,27-02-2013,24-05-2013,5
1514,16-05-2013,28-05-2013,4
1515,30-11-2012,29-05-2013,7
1516,15-03-2013,30-05-2013,5
1517,28-02-2013,31-05-2013,6
1518,24-04-2013,03-06-2013,6
1519,28-02-2013,04-06-2013,3
1520,28-02-2013,05-06-2013,5
1521,27-02-2013,06-06-2013,12
